"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ISR","Israel","P31S15B","Final consumption expenditure of non-profit institutions serving households","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","ILS","New Israeli Sheqel","6","millions",,,4125,,
"ISR","Israel","P31S15B","Final consumption expenditure of non-profit institutions serving households","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","ILS","New Israeli Sheqel","6","millions",,,4340,,
"ISR","Israel","P31S15B","Final consumption expenditure of non-profit institutions serving households","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","ILS","New Israeli Sheqel","6","millions",,,4307,,
"ISR","Israel","P31S15B","Final consumption expenditure of non-profit institutions serving households","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","ILS","New Israeli Sheqel","6","millions",,,4271,,
"ISR","Israel","P31S15B","Final consumption expenditure of non-profit institutions serving households","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","ILS","New Israeli Sheqel","6","millions",,,4241,,
"ISR","Israel","P31S15B","Final consumption expenditure of non-profit institutions serving households","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","ILS","New Israeli Sheqel","6","millions","2010","2010",3518,,
"ISR","Israel","P31S15B","Final consumption expenditure of non-profit institutions serving households","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","ILS","New Israeli Sheqel","6","millions","2010","2010",3896,,
"ISR","Israel","P31S15B","Final consumption expenditure of non-profit institutions serving households","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","ILS","New Israeli Sheqel","6","millions","2010","2010",3706,,
"ISR","Israel","P31S15B","Final consumption expenditure of non-profit institutions serving households","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","ILS","New Israeli Sheqel","6","millions","2010","2010",3499,,
"ISR","Israel","P31S15B","Final consumption expenditure of non-profit institutions serving households","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","ILS","New Israeli Sheqel","6","millions","2010","2010",3653,,
"ISR","Israel","P31S15B","Final consumption expenditure of non-profit institutions serving households","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","ILS","New Israeli Sheqel","6","millions","2010","2010",3580,,
"ISR","Israel","P31S15B","Final consumption expenditure of non-profit institutions serving households","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","ILS","New Israeli Sheqel","6","millions","2010","2010",3740,,
"ISR","Israel","P31S15B","Final consumption expenditure of non-profit institutions serving households","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","ILS","New Israeli Sheqel","6","millions","2010","2010",3693,,
"ISR","Israel","P31S15B","Final consumption expenditure of non-profit institutions serving households","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","ILS","New Israeli Sheqel","6","millions","2010","2010",3634,,
"ISR","Israel","P31S15B","Final consumption expenditure of non-profit institutions serving households","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","ILS","New Israeli Sheqel","6","millions","2010","2010",3611,,
"SVN","Slovenia","P31S15B","Final consumption expenditure of non-profit institutions serving households","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions",,,86.205727,,
"SVN","Slovenia","P31S15B","Final consumption expenditure of non-profit institutions serving households","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions",,,74.708417,,
"SVN","Slovenia","P31S15B","Final consumption expenditure of non-profit institutions serving households","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions",,,87.834642,,
"SVN","Slovenia","P31S15B","Final consumption expenditure of non-profit institutions serving households","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions",,,81.17892,,
"SVN","Slovenia","P31S15B","Final consumption expenditure of non-profit institutions serving households","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions",,,88.013971,,
"SVN","Slovenia","P31S15B","Final consumption expenditure of non-profit institutions serving households","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions",,,82.165695,,
"SVN","Slovenia","P31S15B","Final consumption expenditure of non-profit institutions serving households","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions",,,81.445554,,
"SVN","Slovenia","P31S15B","Final consumption expenditure of non-profit institutions serving households","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions",,,83.809075,,
"SVN","Slovenia","P31S15B","Final consumption expenditure of non-profit institutions serving households","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions",,,82.275672,,
"SVN","Slovenia","P31S15B","Final consumption expenditure of non-profit institutions serving households","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions",,,83.84205,,
"SVN","Slovenia","P31S15B","Final consumption expenditure of non-profit institutions serving households","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions","2010","2010",85.318132,,
"SVN","Slovenia","P31S15B","Final consumption expenditure of non-profit institutions serving households","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions","2010","2010",72.644612,,
"SVN","Slovenia","P31S15B","Final consumption expenditure of non-profit institutions serving households","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions","2010","2010",84.815276,,
"SVN","Slovenia","P31S15B","Final consumption expenditure of non-profit institutions serving households","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions","2010","2010",81.019165,,
"SVN","Slovenia","P31S15B","Final consumption expenditure of non-profit institutions serving households","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions","2010","2010",87.078253,,
"SVN","Slovenia","P31S15B","Final consumption expenditure of non-profit institutions serving households","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions","2010","2010",80.569296,,
"SVN","Slovenia","P31S15B","Final consumption expenditure of non-profit institutions serving households","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions","2010","2010",79.877235,,
"SVN","Slovenia","P31S15B","Final consumption expenditure of non-profit institutions serving households","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions","2010","2010",82.097366,,
"SVN","Slovenia","P31S15B","Final consumption expenditure of non-profit institutions serving households","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions","2010","2010",81.030953,,
"SVN","Slovenia","P31S15B","Final consumption expenditure of non-profit institutions serving households","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions","2010","2010",82.170473,,
"CAN","Canada","RP31DC","Residual item","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","CAD","Canadian Dollar","6","millions",,,0,,
"CAN","Canada","RP31DC","Residual item","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","CAD","Canadian Dollar","6","millions",,,0,,
"CAN","Canada","RP31DC","Residual item","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","CAD","Canadian Dollar","6","millions",,,0,,
"CAN","Canada","RP31DC","Residual item","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","CAD","Canadian Dollar","6","millions",,,0,,
"CAN","Canada","RP31DC","Residual item","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","CAD","Canadian Dollar","6","millions",,,0,,
"CAN","Canada","RP31DC","Residual item","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","CAD","Canadian Dollar","6","millions","2007","2007",-399.75,,
"CAN","Canada","RP31DC","Residual item","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","CAD","Canadian Dollar","6","millions","2007","2007",-300.25,,
"CAN","Canada","RP31DC","Residual item","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","CAD","Canadian Dollar","6","millions","2007","2007",-356.25,,
"CAN","Canada","RP31DC","Residual item","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","CAD","Canadian Dollar","6","millions","2007","2007",-458.75,,
"CAN","Canada","RP31DC","Residual item","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","CAD","Canadian Dollar","6","millions","2007","2007",-486,,
"CZE","Czech Republic","RP31DC","Residual item","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","CZK","Czech Koruna","6","millions",,,0,,
"CZE","Czech Republic","RP31DC","Residual item","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","CZK","Czech Koruna","6","millions",,,0,,
"CZE","Czech Republic","RP31DC","Residual item","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","CZK","Czech Koruna","6","millions",,,0,,
"CZE","Czech Republic","RP31DC","Residual item","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","CZK","Czech Koruna","6","millions",,,0,,
"CZE","Czech Republic","RP31DC","Residual item","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","CZK","Czech Koruna","6","millions",,,0,,
"CZE","Czech Republic","RP31DC","Residual item","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","CZK","Czech Koruna","6","millions",,,0,,
"CZE","Czech Republic","RP31DC","Residual item","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","CZK","Czech Koruna","6","millions",,,0,,
"CZE","Czech Republic","RP31DC","Residual item","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","CZK","Czech Koruna","6","millions",,,0,,
"CZE","Czech Republic","RP31DC","Residual item","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","CZK","Czech Koruna","6","millions",,,0,,
"CZE","Czech Republic","RP31DC","Residual item","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","CZK","Czech Koruna","6","millions",,,0,,
"CZE","Czech Republic","RP31DC","Residual item","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","CZK","Czech Koruna","6","millions","2010","2010",-2609,,
"CZE","Czech Republic","RP31DC","Residual item","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","CZK","Czech Koruna","6","millions","2010","2010",-602,,
"CZE","Czech Republic","RP31DC","Residual item","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","CZK","Czech Koruna","6","millions","2010","2010",-1551,,
"CZE","Czech Republic","RP31DC","Residual item","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","CZK","Czech Koruna","6","millions","2010","2010",-800,,
"CZE","Czech Republic","RP31DC","Residual item","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","CZK","Czech Koruna","6","millions","2010","2010",-2795,,
"CZE","Czech Republic","RP31DC","Residual item","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","CZK","Czech Koruna","6","millions","2010","2010",-1244,,
"CZE","Czech Republic","RP31DC","Residual item","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","CZK","Czech Koruna","6","millions","2010","2010",-1285,,
"CZE","Czech Republic","RP31DC","Residual item","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","CZK","Czech Koruna","6","millions","2010","2010",-1323,,
"CZE","Czech Republic","RP31DC","Residual item","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","CZK","Czech Koruna","6","millions","2010","2010",-2068,,
"CZE","Czech Republic","RP31DC","Residual item","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","CZK","Czech Koruna","6","millions","2010","2010",-1134,,
"DNK","Denmark","RP31DC","Residual item","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","DKK","Danish Krone","6","millions",,,-1,,
"DNK","Denmark","RP31DC","Residual item","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","DKK","Danish Krone","6","millions",,,0,,
"DNK","Denmark","RP31DC","Residual item","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","DKK","Danish Krone","6","millions",,,0,,
"DNK","Denmark","RP31DC","Residual item","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","DKK","Danish Krone","6","millions",,,0,,
"DNK","Denmark","RP31DC","Residual item","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","DKK","Danish Krone","6","millions",,,0,,
"DNK","Denmark","RP31DC","Residual item","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","DKK","Danish Krone","6","millions",,,0,,
"DNK","Denmark","RP31DC","Residual item","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","DKK","Danish Krone","6","millions",,,0,,
"DNK","Denmark","RP31DC","Residual item","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","DKK","Danish Krone","6","millions",,,1,,
"DNK","Denmark","RP31DC","Residual item","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","DKK","Danish Krone","6","millions",,,1,,
"DNK","Denmark","RP31DC","Residual item","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","DKK","Danish Krone","6","millions",,,-1,,
"DNK","Denmark","RP31DC","Residual item","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","DKK","Danish Krone","6","millions","2010","2010",-358,,
"DNK","Denmark","RP31DC","Residual item","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","DKK","Danish Krone","6","millions","2010","2010",-90,,
"DNK","Denmark","RP31DC","Residual item","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","DKK","Danish Krone","6","millions","2010","2010",-364,,
"DNK","Denmark","RP31DC","Residual item","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","DKK","Danish Krone","6","millions","2010","2010",-254,,
"DNK","Denmark","RP31DC","Residual item","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","DKK","Danish Krone","6","millions","2010","2010",-553,,
"DNK","Denmark","RP31DC","Residual item","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","DKK","Danish Krone","6","millions","2010","2010",-280,,
"DNK","Denmark","RP31DC","Residual item","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","DKK","Danish Krone","6","millions","2010","2010",-264,,
"DNK","Denmark","RP31DC","Residual item","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","DKK","Danish Krone","6","millions","2010","2010",-268,,
"DNK","Denmark","RP31DC","Residual item","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","DKK","Danish Krone","6","millions","2010","2010",-354,,
"DNK","Denmark","RP31DC","Residual item","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","DKK","Danish Krone","6","millions","2010","2010",-374,,
"FIN","Finland","RP31DC","Residual item","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions",,,136,,
"FIN","Finland","RP31DC","Residual item","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions",,,135,,
"FIN","Finland","RP31DC","Residual item","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions",,,257,,
"FIN","Finland","RP31DC","Residual item","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions",,,48,,
"FIN","Finland","RP31DC","Residual item","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions",,,78,,
"FIN","Finland","RP31DC","Residual item","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions",,,121,,
"FIN","Finland","RP31DC","Residual item","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions",,,146,,
"FIN","Finland","RP31DC","Residual item","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions",,,158,,
"FIN","Finland","RP31DC","Residual item","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions",,,149,,
"FIN","Finland","RP31DC","Residual item","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions",,,65,,
"FIN","Finland","RP31DC","Residual item","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions","2010","2010",125,,
"FIN","Finland","RP31DC","Residual item","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions","2010","2010",125,,
"FIN","Finland","RP31DC","Residual item","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions","2010","2010",221,,
"FIN","Finland","RP31DC","Residual item","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions","2010","2010",35,,
"FIN","Finland","RP31DC","Residual item","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions","2010","2010",33,,
"FIN","Finland","RP31DC","Residual item","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions","2010","2010",97,,
"FIN","Finland","RP31DC","Residual item","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions","2010","2010",152,,
"FIN","Finland","RP31DC","Residual item","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions","2010","2010",108,,
"FIN","Finland","RP31DC","Residual item","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions","2010","2010",144,,
"FIN","Finland","RP31DC","Residual item","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions","2010","2010",10,,
"DEU","Germany","RP31DC","Residual item","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions",,,0,,
"DEU","Germany","RP31DC","Residual item","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions",,,0,,
"DEU","Germany","RP31DC","Residual item","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions",,,0,,
"DEU","Germany","RP31DC","Residual item","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions",,,0,,
"DEU","Germany","RP31DC","Residual item","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions",,,0,,
"DEU","Germany","RP31DC","Residual item","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions",,,0,,
"DEU","Germany","RP31DC","Residual item","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions",,,0,,
"DEU","Germany","RP31DC","Residual item","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions",,,0,,
"DEU","Germany","RP31DC","Residual item","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions",,,0,,
"DEU","Germany","RP31DC","Residual item","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions",,,0,,
"DEU","Germany","RP31DC","Residual item","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions","2010","2010",-23.46,,
"DEU","Germany","RP31DC","Residual item","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions","2010","2010",-205.57,,
"DEU","Germany","RP31DC","Residual item","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions","2010","2010",-382.18,,
"DEU","Germany","RP31DC","Residual item","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions","2010","2010",-245.26,,
"DEU","Germany","RP31DC","Residual item","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions","2010","2010",-160.04,,
"DEU","Germany","RP31DC","Residual item","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions","2010","2010",-189.72,,
"DEU","Germany","RP31DC","Residual item","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions","2010","2010",-244.48,,
"DEU","Germany","RP31DC","Residual item","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions","2010","2010",-236.44,,
"DEU","Germany","RP31DC","Residual item","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions","2010","2010",-217.81,,
"DEU","Germany","RP31DC","Residual item","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions","2010","2010",-257.79,,
"ITA","Italy","RP31DC","Residual item","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions",,,0,,
"ITA","Italy","RP31DC","Residual item","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions",,,-0.001,,
"ITA","Italy","RP31DC","Residual item","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions",,,0,,
"ITA","Italy","RP31DC","Residual item","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions",,,0,,
"ITA","Italy","RP31DC","Residual item","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions",,,0.001,,
"ITA","Italy","RP31DC","Residual item","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions",,,0.001,,
"ITA","Italy","RP31DC","Residual item","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions",,,0,,
"ITA","Italy","RP31DC","Residual item","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions",,,0,,
"ITA","Italy","RP31DC","Residual item","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions",,,0,,
"ITA","Italy","RP31DC","Residual item","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions",,,-0.001,,
