"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CZE","Czech Republic","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","CZK","Czech Koruna","6","millions",,,549993,,
"CZE","Czech Republic","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","CZK","Czech Koruna","6","millions",,,550960,,
"CZE","Czech Republic","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","CZK","Czech Koruna","6","millions","2010","2010",525346,,
"CZE","Czech Republic","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","CZK","Czech Koruna","6","millions","2010","2010",482949,,
"CZE","Czech Republic","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","CZK","Czech Koruna","6","millions","2010","2010",514791,,
"CZE","Czech Republic","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","CZK","Czech Koruna","6","millions","2010","2010",528472,,
"CZE","Czech Republic","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","CZK","Czech Koruna","6","millions","2010","2010",541548,,
"CZE","Czech Republic","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","CZK","Czech Koruna","6","millions","2010","2010",507668,,
"CZE","Czech Republic","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","CZK","Czech Koruna","6","millions","2010","2010",508167,,
"CZE","Czech Republic","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","CZK","Czech Koruna","6","millions","2010","2010",516574,,
"CZE","Czech Republic","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","CZK","Czech Koruna","6","millions","2010","2010",521560,,
"CZE","Czech Republic","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","CZK","Czech Koruna","6","millions","2010","2010",522402,,
"DNK","Denmark","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","DKK","Danish Krone","6","millions",,,236649,,
"DNK","Denmark","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","DKK","Danish Krone","6","millions",,,224452,,
"DNK","Denmark","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","DKK","Danish Krone","6","millions",,,232037,,
"DNK","Denmark","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","DKK","Danish Krone","6","millions",,,230589,,
"DNK","Denmark","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","DKK","Danish Krone","6","millions",,,241984,,
"DNK","Denmark","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","DKK","Danish Krone","6","millions",,,228690,,
"DNK","Denmark","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","DKK","Danish Krone","6","millions",,,230071,,
"DNK","Denmark","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","DKK","Danish Krone","6","millions",,,231602,,
"DNK","Denmark","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","DKK","Danish Krone","6","millions",,,233415,,
"DNK","Denmark","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","DKK","Danish Krone","6","millions",,,233975,,
"DNK","Denmark","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","DKK","Danish Krone","6","millions","2010","2010",221935,,
"DNK","Denmark","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","DKK","Danish Krone","6","millions","2010","2010",210778,,
"DNK","Denmark","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","DKK","Danish Krone","6","millions","2010","2010",216124,,
"DNK","Denmark","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","DKK","Danish Krone","6","millions","2010","2010",214911,,
"DNK","Denmark","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","DKK","Danish Krone","6","millions","2010","2010",226308,,
"DNK","Denmark","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","DKK","Danish Krone","6","millions","2010","2010",213595,,
"DNK","Denmark","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","DKK","Danish Krone","6","millions","2010","2010",215633,,
"DNK","Denmark","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","DKK","Danish Krone","6","millions","2010","2010",216376,,
"DNK","Denmark","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","DKK","Danish Krone","6","millions","2010","2010",218146,,
"DNK","Denmark","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","DKK","Danish Krone","6","millions","2010","2010",217966,,
"FIN","Finland","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions",,,28096,,
"FIN","Finland","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions",,,26283,,
"FIN","Finland","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions",,,27685,,
"FIN","Finland","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions",,,27364,,
"FIN","Finland","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions",,,28745,,
"FIN","Finland","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions",,,27157,,
"FIN","Finland","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions",,,27272,,
"FIN","Finland","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions",,,27402,,
"FIN","Finland","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions",,,27615,,
"FIN","Finland","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions",,,27788,,
"FIN","Finland","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions","2010","2010",25339,,
"FIN","Finland","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions","2010","2010",23752,,
"FIN","Finland","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions","2010","2010",24949,,
"FIN","Finland","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions","2010","2010",24718,,
"FIN","Finland","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions","2010","2010",25905,,
"FIN","Finland","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions","2010","2010",24436,,
"FIN","Finland","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions","2010","2010",24692,,
"FIN","Finland","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions","2010","2010",24712,,
"FIN","Finland","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions","2010","2010",24932,,
"FIN","Finland","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions","2010","2010",24988,,
"FRA","France","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions",,,291747,,
"FRA","France","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions",,,287427,,
"FRA","France","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions",,,286237,,
"FRA","France","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions",,,285747,,
"FRA","France","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions",,,294281,,
"FRA","France","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions",,,286121,,
"FRA","France","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions",,,287584,,
"FRA","France","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions",,,288645,,
"FRA","France","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions",,,289069,,
"FRA","France","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions",,,288781,,
"FRA","France","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions","2010","2010",281133,,
"FRA","France","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions","2010","2010",277871,,
"FRA","France","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions","2010","2010",274293,,
"FRA","France","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions","2010","2010",274724,,
"FRA","France","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions","2010","2010",283516,,
"FRA","France","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions","2010","2010",275413,,
"FRA","France","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions","2010","2010",277186,,
"FRA","France","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions","2010","2010",277249,,
"FRA","France","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions","2010","2010",278320,,
"FRA","France","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions","2010","2010",277962,,
"DEU","Germany","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions",,,390053,,
"DEU","Germany","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions",,,371222,,
"DEU","Germany","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions",,,384282,,
"DEU","Germany","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions",,,386127,,
"DEU","Germany","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions",,,398264,,
"DEU","Germany","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions",,,379962,,
"DEU","Germany","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions",,,382099,,
"DEU","Germany","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions",,,384500,,
"DEU","Germany","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions",,,387090,,
"DEU","Germany","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions",,,386916,,
"DEU","Germany","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions","2010","2010",368960.69,,
"DEU","Germany","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions","2010","2010",351353.55,,
"DEU","Germany","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions","2010","2010",360586.14,,
"DEU","Germany","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions","2010","2010",362714.1,,
"DEU","Germany","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions","2010","2010",374452.2,,
"DEU","Germany","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions","2010","2010",358801.41,,
"DEU","Germany","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions","2010","2010",361349.78,,
"DEU","Germany","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions","2010","2010",361624.35,,
"DEU","Germany","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions","2010","2010",363683.71,,
"DEU","Germany","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions","2010","2010",363203.21,,
"GRC","Greece","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions",,,31182.490899,"P","Provisional value"
"GRC","Greece","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions",,,28571.725117,"P","Provisional value"
"GRC","Greece","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions",,,34081.069803,"P","Provisional value"
"GRC","Greece","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions",,,37681.094371,"P","Provisional value"
"GRC","Greece","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions",,,30771.078044,"P","Provisional value"
"GRC","Greece","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions",,,32786.191744,"P","Provisional value"
"GRC","Greece","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions",,,32749.946174,"P","Provisional value"
"GRC","Greece","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions",,,32887.527224,"P","Provisional value"
"GRC","Greece","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions",,,32610.627636,"P","Provisional value"
"GRC","Greece","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions",,,32517.279069,"P","Provisional value"
"GRC","Greece","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions","2010","2010",32215.361015,"P","Provisional value"
"GRC","Greece","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions","2010","2010",29823.945231,"P","Provisional value"
"GRC","Greece","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions","2010","2010",35111.365561,"P","Provisional value"
"GRC","Greece","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions","2010","2010",39138.703628,"P","Provisional value"
"GRC","Greece","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions","2010","2010",31854.579092,"P","Provisional value"
"GRC","Greece","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions","2010","2010",33860.717753,"P","Provisional value"
"GRC","Greece","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions","2010","2010",33889.568147,"P","Provisional value"
"GRC","Greece","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions","2010","2010",34075.039154,"P","Provisional value"
"GRC","Greece","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions","2010","2010",33900.701567,"P","Provisional value"
"GRC","Greece","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions","2010","2010",33767.558761,"P","Provisional value"
"HUN","Hungary","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","HUF","Forint","6","millions",,,4348082,,
"HUN","Hungary","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","HUF","Forint","6","millions",,,4020737,,
"HUN","Hungary","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","HUF","Forint","6","millions",,,4295900,,
"HUN","Hungary","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","HUF","Forint","6","millions",,,4294939,,
"HUN","Hungary","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","HUF","Forint","6","millions",,,4511106,,
"HUN","Hungary","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","HUF","Forint","6","millions","2005","2005",3026714,,
"HUN","Hungary","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","HUF","Forint","6","millions","2005","2005",2815430,,
"HUN","Hungary","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","HUF","Forint","6","millions","2005","2005",2981441,,
"HUN","Hungary","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","HUF","Forint","6","millions","2005","2005",3000839,,
"HUN","Hungary","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","HUF","Forint","6","millions","2005","2005",3132434,,
"ITA","Italy","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions",,,246893.183,,
"ITA","Italy","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions",,,245176.778,,
"ITA","Italy","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions",,,253224.887,,
